dataset,workload,query_index,index_name,target_recall,index_params,time_s,distcomp,recall
sald-128-100m,File(sald-128-1k),578,faiss_hnsw,0.95,"{""efSearch"": 128, ""index_params"": ""HNSW32""}",0.011050891876220704,0.0006872,1.0
sald-128-100m,File(sald-128-1k),579,faiss_hnsw,0.95,"{""efSearch"": 16, ""index_params"": ""HNSW32""}",0.010969972610473633,0.0001094,1.0
sald-128-100m,File(sald-128-1k),580,faiss_hnsw,0.95,"{""efSearch"": 512, ""index_params"": ""HNSW32""}",0.007797455787658692,0.001543,1.0
sald-128-100m,File(sald-128-1k),581,faiss_hnsw,0.95,"{""efSearch"": 32, ""index_params"": ""HNSW32""}",0.0047057151794433595,0.0001788,1.0
sald-128-100m,File(sald-128-1k),582,faiss_hnsw,0.95,"{""efSearch"": 8, ""index_params"": ""HNSW32""}",0.0046078205108642575,6.76e-05,1.0
sald-128-100m,File(sald-128-1k),583,faiss_hnsw,0.95,"{""efSearch"": 32, ""index_params"": ""HNSW32""}",0.004602980613708496,0.0002664,1.0
sald-128-100m,File(sald-128-1k),584,faiss_hnsw,0.95,"{""efSearch"": 16, ""index_params"": ""HNSW32""}",0.011021637916564941,0.0001436,1.0
sald-128-100m,File(sald-128-1k),585,faiss_hnsw,0.95,"{""efSearch"": 16, ""index_params"": ""HNSW32""}",0.004407119750976562,0.0001382,1.0
sald-128-100m,File(sald-128-1k),586,faiss_hnsw,0.95,"{""efSearch"": 64, ""index_params"": ""HNSW32""}",0.01223447322845459,0.0003544,1.0
sald-128-100m,File(sald-128-1k),587,faiss_hnsw,0.95,"{""efSearch"": 32, ""index_params"": ""HNSW32""}",0.011717963218688964,0.000237,1.0
sald-128-100m,File(sald-128-1k),588,faiss_hnsw,0.95,"{""efSearch"": 8, ""index_params"": ""HNSW32""}",0.004521703720092774,7.38e-05,1.0
sald-128-100m,File(sald-128-1k),589,faiss_hnsw,0.95,"{""efSearch"": 4096, ""index_params"": ""HNSW32""}",0.06059997081756592,0.018685,1.0
sald-128-100m,File(sald-128-1k),590,faiss_hnsw,0.95,"{""efSearch"": 1024, ""index_params"": ""HNSW32""}",0.010764598846435547,0.0040774,1.0
sald-128-100m,File(sald-128-1k),591,faiss_hnsw,0.95,"{""efSearch"": 8, ""index_params"": ""HNSW32""}",0.0029967546463012694,4.78e-05,1.0
sald-128-100m,File(sald-128-1k),592,faiss_hnsw,0.95,"{""efSearch"": 64, ""index_params"": ""HNSW32""}",0.0035504579544067385,0.0004834,1.0
sald-128-100m,File(sald-128-1k),593,faiss_hnsw,0.95,"{""efSearch"": 128, ""index_params"": ""HNSW32""}",0.004011178016662597,0.0007638,1.0
sald-128-100m,File(sald-128-1k),594,faiss_hnsw,0.95,"{""efSearch"": 512, ""index_params"": ""HNSW32""}",0.009086942672729493,0.003468,1.0
sald-128-100m,File(sald-128-1k),595,faiss_hnsw,0.95,"{""efSearch"": 32, ""index_params"": ""HNSW32""}",0.003427410125732422,0.0002042,1.0
sald-128-100m,File(sald-128-1k),596,faiss_hnsw,0.95,"{""efSearch"": 256, ""index_params"": ""HNSW32""}",0.005487704277038574,0.0017396,1.0
sald-128-100m,File(sald-128-1k),597,faiss_hnsw,0.95,"{""efSearch"": 128, ""index_params"": ""HNSW32""}",0.0037468910217285157,0.0006308,1.0
